# numbes                                |#set
size,time                               |size,time
2**0,5.893707275390625e-06              |2**0, 4.179716110229492e-05
2**1,2.9969215393066407e-06             |2**1, 1.754283905029297e-05
2**2,2.436637878417969e-06              |2**2, 3.0269622802734374e-05
2**3,3.7860870361328127e-06             |2**3, 5.856990814208984e-05
2**4,6.654262542724609e-06              |2**4, 0.0001139068603515625
2**5,1.2519359588623046e-05             |2**5, 0.00023248672485351563
2**6,2.4704933166503907e-05             |2**6, 0.0004835057258605957
2**7,4.9812793731689455e-05             |2**7, 0.0009367585182189942
2**8,9.967803955078125e-05              |2**8, 0.0018483781814575195
2**9,0.00021466970443725586             |2**9, 0.0038246035575866697
2**10,0.0005286478996276855             |2**10, 0.007437460422515869
2**11,0.0009801816940307618             |2**11, 0.014286127090454102
2**12,0.001822793483734131              |2**12, 0.028022835254669188
2**13,0.0036179542541503905             |2**13, 0.05463672161102295
2**14,0.006793372631072998              |2**14, 0.10997317314147949
2**15,0.013098926544189453              |2**15, 0.21839904069900512
2**16,0.02562411069869995               |2**16, 0.436738965511322
2**17,0.04999704599380493               |2**17, 0.8712701630592347

# numbes             
size,time   
2**0,5.9962272644042965e-06
2**1,2.1195411682128908e-06
2**2,2.4700164794921874e-06
2**3,3.7169456481933593e-06
2**4,6.5135955810546876e-06
2**5,1.2505054473876954e-05
2**6,2.4204254150390624e-05
2**7,4.769086837768555e-05
2**8,9.508848190307617e-05
2**9,0.00019162654876708985
2**10 ,0.00045207977294921877
2**11 ,0.0009842157363891602
2**12 ,0.001711738109588623
2**13 ,0.0033191990852355956
2**14 ,0.006451694965362549
2**15 ,0.012531428337097169
2**16 ,0.024274232387542723
2**17 ,0.04774296760559082

#set
size,time                              
2**0,3.5200119018554684e-05
2**1,1.761913299560547e-05
2**2,3.0059814453125e-05
2**3,5.7196617126464845e-05
2**4,0.0001112675666809082
2**5,0.000221712589263916
2**6,0.0004416394233703613
2**7,0.0008851170539855957
2**8,0.0017516469955444335
2**9,0.0035126209259033203
2**10,0.0071465206146240235
2**11,0.014422314167022705
2**12,0.028137855529785157
2**13,0.05533658742904663
2**14,0.10912243843078613
2**15,0.2171122431755066
2**16,0.43473138332366945
2**17,0.8690733170509338

